ind,x_coor,y_coor,y,ols_residual,mgwr_yhat,mgwr_residual,localR2,beta_Intercept,beta_avg_age,beta_avg_water_dist,beta_avg_sqft,beta_avg_basement,beta_avg_index,beta_avg_unemp,beta_avg_tech,se_Intercept,se_avg_age,se_avg_water_dist,se_avg_sqft,se_avg_basement,se_avg_index,se_avg_unemp,se_avg_tech,t_Intercept,t_avg_age,t_avg_water_dist,t_avg_sqft,t_avg_basement,t_avg_index,t_avg_unemp,t_avg_tech,p_Intercept,p_avg_age,p_avg_water_dist,p_avg_sqft,p_avg_basement,p_avg_index,p_avg_unemp,p_avg_tech,sumW_Intercept,sumW_avg_age,sumW_avg_water_dist,sumW_avg_sqft,sumW_avg_basement,sumW_avg_index,sumW_avg_unemp,sumW_avg_tech
199.0,-122.3166893,47.60710166,0.05316387025373858,0.3918588046840712,-0.09547968012214345,0.14864355037588203,0.9370295489032348,0.42497634153655245,-0.04333317505383004,-0.5107876813957467,0.8241251916899042,-0.09060096843468814,0.027017582526237486,-0.05288625534629466,0.05672599001852362,0.06617931658661944,0.03237098432804601,0.08603852966493694,0.04512917548497092,0.029461654789300788,0.03623944986794001,0.026018969739013575,0.026047842876132547,6.421588548445013,-1.3386424896658597,-5.9367318733238035,18.261472380862738,-3.0752165512301954,0.7455295989506495,-2.0326037455278456,2.1777615247557116,4.316944744274495e-10,0.18154131020171677,6.9079378875095204e-09,4.8243392229961e-53,0.002266094284135522,0.45644356913294204,0.042834321768614854,0.030079776798656258,17.13552188374865,17.52817367367682,17.52817367367682,17.13552188374865,48.07815314852132,80.77678210477023,220.79830171635075,119.44053643949243
200.0,-122.2464078,47.59005182,1.7744341519170543,0.6337181484634102,1.7417470546811251,0.03268709723592922,0.9807209963233438,0.15047055395539474,-0.03282186199911483,-0.40269691310730527,1.0654387631321014,-0.061201657865881484,-0.03392172251067978,-0.05390146601511791,0.04689309076668608,0.04636055941546064,0.03523461884640943,0.0670385368166322,0.02664503336877703,0.027209399540086242,0.030923581283257413,0.025903890372460124,0.026273155639083973,3.2456587205290446,-0.9315231177095458,-6.006946634422912,39.98639252524245,-2.2492836630119735,-1.096953234489875,-2.0808251285846846,1.7848290251410788,0.001282937727971658,0.3522143128142734,4.6712834984434565e-09,1.0156963029900436e-133,0.025105103459680308,0.27340327741294623,0.03816440409355035,0.07514042914454636,10.960153207552482,11.95335373243399,11.95335373243399,10.960153207552482,37.18283682359093,65.90185473537774,225.05235903483936,104.53052559929876
201.0,-122.021308,47.60278583,0.6338861812621971,-0.2858077443431747,0.5453080126548036,0.08857816860739354,0.8966250301796668,-0.13451079912013175,0.11292298483126026,-0.23273040319768498,0.5875441765671023,-0.012368538476704142,-0.06664462205002893,-0.053751626277886384,0.018368463376249027,0.043842177384643355,0.044628931088768115,0.04432923822759782,0.033933296265580955,0.024338820360428146,0.02986320648033208,0.02572607724485537,0.026643797205528917,-3.068068402260673,2.5302641599605753,-5.250042917561242,17.314680305993647,-0.5081815097667521,-2.2316633042711307,-2.089382915486483,0.6894086167431625,0.0023195572961127956,0.011828091685946928,2.6204608069953234e-07,3.693666513172175e-49,0.6116407930419101,0.026259157676337807,0.03738277401694702,0.4910152663149716,15.346634641885842,15.859551666326059,15.859551666326059,15.346634641885842,44.316405918922506,59.32059593325677,178.58663129637873,75.32282188256995
202.0,-122.30767220000001,47.6143866,0.26238454249831566,0.28144051882247245,0.14924099436180444,0.11314354813651123,0.9459717636552255,0.44944097770803837,-0.029804857132559773,-0.5229173559675777,0.8620139473393615,-0.08496046996075954,0.020767889083838503,-0.052549728023016815,0.052887051495522586,0.06760562157573927,0.03201764797139652,0.08800033366564348,0.04315239784316649,0.029586127663909747,0.03730595762637086,0.02601482880991639,0.026073108247103627,6.647982330944552,-0.9308884012712745,-5.942220150600766,19.976038190792405,-2.8716319663690717,0.5566909524702318,-2.01999130599644,2.0284137585091195,1.1186492936764279e-10,0.3525421192941366,6.700739731586627e-09,4.390785574788969e-60,0.004328035091860337,0.5780883750614317,0.044132918471468906,0.04326208390559651,17.226206981759603,18.418436474696424,18.418436474696424,17.226206981759603,48.13574422811139,79.35880926500414,225.78957522366926,121.23978796604162
203.0,-122.1978584,47.61925411,8.251203817888612,3.5205078853590175,7.756472578105259,0.494731239783353,0.9703597984594347,-0.054798041132380924,-0.10028387900653493,-0.6980902379900994,1.1702112427970661,-0.006412769389935418,-0.07484941935154954,-0.05248403123840672,0.027491954823284172,0.04765633565711555,0.06379705226763234,0.06457394004520343,0.02834125097662742,0.026698517563092203,0.03125803759588281,0.02590736217304,0.026648890376413086,-1.1498584684867403,-1.5719202602941313,-10.810711526993988,41.29003493043129,-0.24019196477037263,-2.394565529648234,-2.025834621365784,1.0316360056633833,0.25097402464532603,0.11685734911279705,9.54180537850877e-24,8.395436804613547e-138,0.8103196910790967,0.01715659046311582,0.043527190075374526,0.3029430057043578,13.264702771282161,13.337124512542106,13.337124512542106,13.264702771282161,37.617078548881636,66.43988618251475,233.4163852290845,94.88773312623988
204.0,-122.06666770000001,47.60007339,0.9630792152870827,-0.5716997912916163,1.0400288957715944,-0.07694968048451167,0.9326658938025236,-0.14839929924775405,0.15176736054089535,-0.3226856939297732,0.6275712301043092,-0.003635583553684994,-0.06979698929382402,-0.05368990096076538,0.019526302549119433,0.04480731687673033,0.045162747768262096,0.05605539226476866,0.03299781404199578,0.02453978565585994,0.03005623164222776,0.02575638468209266,0.02666105812482381,-3.3119434412021644,3.3604545347780883,-5.75655045647739,19.01856981512804,-0.1481505830845283,-2.3222135803532384,-2.0845278412887556,0.7323903821708679,0.0010214631347665517,0.0008624931442293043,1.8547973912566477e-08,3.742215231711344e-56,0.8823078069677889,0.020784915969247943,0.03782451842850304,0.4644122300383501,15.999174976536771,16.996528144018104,16.996528144018104,15.999174976536771,46.14494177917774,64.64424521049004,193.0082537280938,81.87119413135368
205.0,-122.17191389999999,47.61045896,0.742228471664801,-0.13360540225912432,0.6818159550182455,0.06041251664655545,0.9684312399363493,-0.11282226550170102,-0.03591437593131738,-0.6218031997925995,1.128598239574754,0.013414243279121139,-0.07837417533747898,-0.05281363325926348,0.024355503548484227,0.04817108787993003,0.06327148187767866,0.061069821083302146,0.027257449949657033,0.026719644870505394,0.031223270611453552,0.025879880453656783,0.026749331173255144,-2.34211578909986,-0.5676234357960802,-10.181840862845009,41.40512930076772,0.5020367352983989,-2.5101206184572216,-2.04072168547444,0.9105088792962291,0.019725310459476498,0.570648473909142,1.5414822024892933e-21,3.695230366643521e-138,0.6159520398302583,0.01251191732829641,0.04201576177325186,0.363170268763946,16.914493909151236,17.772767732634357,17.772767732634357,16.914493909151236,40.19731835772528,64.56456570560901,225.37830537036407,87.6983795304279
206.0,-122.31688600000001,47.61839027,0.3299359946192556,0.6882234560601229,-0.002531420702566324,0.33246741532182195,0.9308797257189955,0.4687655296653507,-0.015502502367297673,-0.5352080963415999,0.8425414981560118,-0.08515117505039475,0.02283993018484427,-0.05236313741116642,0.0529291672890234,0.0689976937893638,0.031624782320926886,0.09101582767746623,0.044775160357573826,0.029761487487229024,0.03781428101366265,0.02602945768618531,0.026027584544702866,6.793930404346534,-0.49020107743284896,-5.880384873697162,18.817163164296606,-2.8611195958177174,0.6040027622524937,-2.0116876057297675,2.033579689199225,4.59905052556319e-11,0.6242935877043201,9.431668123276821e-09,2.515306088375868e-55,0.004470781670798732,0.5462264995787748,0.045005975530122255,0.04273520341499156,18.348920210173123,18.65508334229363,18.65508334229363,18.348920210173123,50.851398447994725,81.87296691516498,224.70537705569416,125.00355803285649
208.0,-122.3246584,47.62292437,0.7866602784471904,-0.8309831328286353,1.5002593633023937,-0.7135990848552033,0.9165900481683952,0.48210068097130865,0.00086833590363233,-0.5410772346576678,0.8359326168875951,-0.08471770342314897,0.020384051131602018,-0.05216459975034611,0.05282899875128965,0.07056608068969063,0.031374390152109556,0.0931405101021043,0.045724736864848486,0.02992417572617457,0.03764698573059701,0.02604221664174384,0.026003965961135123,6.831903887241697,0.027676582697622402,-5.809257798400691,18.281846418458663,-2.8310789309075837,0.5414524094298258,-2.003078327316037,2.03157467711835,3.6410282774496505e-11,0.9779356088415695,1.3927666596348683e-08,3.9788613644861142e-53,0.004902628860264055,0.588534470690134,0.04592655926637221,0.04293904688216008,18.548343398112436,18.73291568479411,18.73291568479411,18.548343398112436,53.15909270167159,86.11573564512305,223.86717762393408,127.03960464354323
209.0,-122.3075858,47.62186781,0.7387469831053812,0.34786307265066513,0.5203176327408798,0.2184293503645014,0.943070603601616,0.4707264995090212,-0.009240603694941195,-0.5317079064363015,0.8684965110666848,-0.0812294936426454,0.015050847631697804,-0.05222736987891481,0.05076695045306366,0.06933684474201345,0.03143155109602943,0.0906763201912819,0.04348318607326005,0.029722538881290818,0.03780201289993526,0.02602179823359623,0.026075281711931356,6.788980682067188,-0.2939913358621525,-5.863801103911832,19.973157201577877,-2.7329258098397577,0.39814937028719916,-2.0070622871668062,1.9469377556076048,4.7408983963561475e-11,0.7689358545931142,1.0332419162246887e-08,4.5118648887088403e-60,0.00659070708665998,0.6907587462580107,0.045498596076775775,0.05232831297765678,17.063501476180022,18.679597876458104,18.679597876458104,17.063501476180022,50.69058371459149,82.13851501706517,227.96404657628443,123.26543152926683
